course_link,price,title,subject,level,institution,length,prerequisites,short_description,effort
"Learn the R statistical programming language, the lingua franca of data science in this hands-on course.","None, but previous experience in basic mathematics is helpful.",4 weeks,FREE,Introduction to R for Data Science,Data Analysis & Statistics,2 hours per week,https://www.edx.org/course/introduction-r-data-science-microsoft-dat204x-5,Introductory,Microsoft
"Explore data visualization and exploration concepts with experts from MIT and Microsoft, and get an introduction to machine learning.",,6 weeks,FREE,Data Science Essentials,Computer Science,3-4 hours per week,https://www.edx.org/course/data-science-essentials-microsoft-dat203-1x-4,Intermediate,Microsoft
"Learn the fundamentals of programming with R, from reading and writing data to customizing visualizations and performing predictive analysis.",Introduction to R for Data Science will help.,6 weeks,FREE,Programming with R for Data Science,Data Analysis & Statistics,4-8 hours per week,https://www.edx.org/course/programming-r-data-science-microsoft-dat209x-4,Intermediate,Microsoft
"Traverse the data analysis pipeline using advanced visualizations in Python, and make machine learning start working for you.",Missing,Missing,FREE,Programming with Python for Data Science,Computer Science,3-4 hours per week,https://www.edx.org/course/programming-python-data-science-microsoft-dat210x-4,Intermediate,Microsoft
"The ability to analyze data with Python is critical in data science. Learn the basics, and move on to create stunning visualizations.","Some experience in working with data from Excel, databases, or text files.",6 weeks,FREE,Introduction to Python for Data Science,Data Analysis & Statistics,2-4 hours per week,https://www.edx.org/course/introduction-python-data-science-microsoft-dat208x-6,Introductory,Microsoft
"Develop your skills with Excel, one of the common tools that data scientists depend on to gather, transform, analyze, and visualize data.",,6 weeks,FREE,Analyzing and Visualizing Data with Excel,Data Analysis & Statistics,2-4 hours per week,https://www.edx.org/course/analyzing-visualizing-data-excel-microsoft-dat206x-6,Intermediate,Microsoft
"Learn how to design, develop, and manage a tabular data model with SQL Server 2016 Analysis Services.",,6 weeks,FREE,SQL Server Analysis Services: Developing a Tabular Data Model,Computer Science,2-3 hours per week,https://www.edx.org/course/sql-server-analysis-services-developing-microsoft-dat225x-0,Intermediate,Microsoft
"Build your first application with Xamarin.Forms. Craft mobile applications, test them on local devices and publish them to the world.",Missing,2 weeks,FREE,Introduction to Xamarin.Forms,Computer Science,2-3 hours per week,https://www.edx.org/course/introduction-xamarin-forms-microsoft-dev215x-2,Intermediate,Microsoft
Learn Microsoft Azure solution design from architects at Microsoft.,"Students considering taking this course are expected to be able to define and implement the appropriate infrastructure and platform solutions to meet the required functional, operational, and deployment requirements through the solution lifecycle. Including:",5 weeks,FREE,Architecting Microsoft Azure Solutions,Computer Science,4-5 hours per week,https://www.edx.org/course/architecting-microsoft-azure-solutions-microsoft-dev205bx-3,Advanced,Microsoft
Learn how to design and develop software for international use from experts whoâ€™ve helped create some of the worldâ€™s most successful software.,,12 weeks,FREE,Developing International Software,Computer Science,3-5 hours per week,https://www.edx.org/course/developing-international-software-microsoft-dis50x-1,Intermediate,Microsoft
Learn how to build an ASP.NET MVC application on the Microsoft Azure platform.,This is not a beginnerâ€™s course on Microsoft Azure. Students should have software development experience including working knowledge of the Microsoft Azure platform. Students should also have a general understanding of C# concepts for the labs.,6 weeks,FREE,Developing Microsoft Azure Solutions,Computer Science,3-4 hours per week,https://www.edx.org/course/developing-microsoft-azure-solutions-microsoft-dev233-1,Intermediate,Microsoft
"Expand your JavaScript knowledge with the latest asynchronous programming techniques, including JavaScript Promises and Generators.",,4 weeks,FREE,Asynchronous Programming with JavaScript,Computer Science,3-4 hours per week,https://www.edx.org/course/asynchronous-programming-javascript-microsoft-dev234x-1,Intermediate,Microsoft
Learn to manage Windows 10 desktop and application deployments as well as cloud-based application and data service environments for medium-to-large enterprises.,"In addition to their professional experience, candidates who take this course should already have the following technical knowledge:
- Experience with Windows desktop administration, maintenance, and troubleshooting
- Basic experience and understanding of Windows networking technologies
- Introductory-level knowledge of Active Directory and Microsoft Intune
Candidates can take this exam and meet the prerequisites by obtaining equivalent knowledge and skills through practical experience as a Windows device support technician or a Windows device system administrator.",3 weeks,FREE,Windows 10 Features for a Mobile Workforce: Managing and Maintaining Devices in the Enterprise,Computer Science,3-4 hours per week,https://www.edx.org/course/windows-10-features-mobile-workforce-microsoft-inf205x-1,Intermediate,Microsoft
"Learn about new features in the Windows 10 anniversary update and how to configure OneDrive, WiFi direct and use the Windows encrypting file system (EFS).   ",,3 weeks,FREE,Windows 10 Features for a Mobile Workforce: Configuring Additional Resources,Computer Science,3-4 hours per week,https://www.edx.org/course/windows-10-features-mobile-workforce-microsoft-inf206x-1,Intermediate,Microsoft
"Get up and running with Windows PowerShell! Learn the basics of automating administrative tasks common to most computing environments.
 ",,Missing,FREE,Windows PowerShell Basics,Computer Science,4 - 5 hours per week,https://www.edx.org/course/windows-powershell-basics-microsoft-inf210x-0,Introductory,Microsoft
Learn how to use the SQL server to build efficient databases using In-Memory features.,,4 weeks,FREE,Implementing In-Memory SQL Database Objects,Computer Science,2-3 hours per week,https://www.edx.org/course/implementing-memory-sql-database-objects-microsoft-dat215-4x-1,Intermediate,Microsoft
Learn the key points required to tune and optimize the performance of your SQL based applications.,,4 weeks,FREE,Optimizing Performance for SQL Based Applications,Computer Science,2-3 hours per week,https://www.edx.org/course/optimizing-performance-sql-based-microsoft-dat215-5x-0,Intermediate,Microsoft
Learn how to use SSIS to build high performance integration solutions and ETL packages for data warehousing.,,6 weeks,FREE,Implementing ETL with SQL Server Integration Services (SSIS),Computer Science,Missing,https://www.edx.org/course/implementing-etl-sql-server-integration-microsoft-dat217x-3,Intermediate,Microsoft
"A straightforward, no-nonsense approach to improving your data cleansing skills with SQL Server Data Quality Services (DQS).",,4 weeks,FREE,Data Cleansing with Data Quality Services (DQS),Computer Science,2-3 hours per week,https://www.edx.org/course/data-cleansing-data-quality-services-dqs-microsoft-dat218x-1,Intermediate,Microsoft
"Learn how to install or provision SQL Server 2016, SQL Server v.Next on Linux, and Azure SQL Databases.","â—è Familiarity with database concepts and basic SQL query syntax
â—è Familiarity with the reporting and analytics needs of users
â—è A willingness to learn actively and persevere when troubleshooting technical problems is essential",3 weeks,FREE,Provisioning Databases in Azure and SQL Server,Computer Science,2-3 hours per week,https://www.edx.org/course/provisioning-databases-azure-sql-server-microsoft-dat219x-0,Intermediate,Microsoft
Get a brief introduction to the C++ language from the experts at Microsoft.,"This course consists of four modules that provide an introduction to the C++ programming language. As a result, there are no prerequisites for this course.  However, it is recommended that students have some understanding of basic computer operation, the ability to install applications, and the ability work within a command line on their chosen operating system.",4 weeks,FREE,Introduction to C++,Computer Science,3-5 hours per week,https://www.edx.org/course/introduction-c-microsoft-dev210x-4,Introductory,Microsoft
Learn how to plan and design the implementation and support of a mobile workforce across an enterprise.,This course requires basic computer knowledge and experience.,4 weeks,FREE,Windows 10 Features for a Mobile Workforce: Identity Management and Data Access,Computer Science,2-3 hours per week,https://www.edx.org/course/windows-10-features-mobile-workforce-microsoft-inf203x-2,Intermediate,Microsoft
"This course will help the IT professional with one of their biggest challenges, moving away from an earlier version of the Windows operating system (OS) to Windows 10.","In addition to their professional experience, candidates who take this course should already have the following technical knowledge:
- Experience with Windows desktop administration, maintenance, and troubleshooting
- Basic experience and understanding of Windows networking technologies
- Introductory-level knowledge of Active Directory and Microsoft Intune",4 weeks,FREE,Windows 10 Features for a Mobile Workforce: Windows and Devices in the Enterprise,Computer Science,3-4 hours per week,https://www.edx.org/course/windows-10-features-mobile-workforce-microsoft-inf204x-2,Intermediate,Microsoft
"Build up your Azure Toolkit, and see how easy it is to integrate Azure services, like Cognitive Services and Cosmos DB, into your apps.","Basic programming skills are required. Experience programming in C, Java, JavaScript, or C# will be beneficial.",5 weeks,FREE,Building Your Azure Skills Toolkit,Computer Science,2-3 hours per week,https://www.edx.org/course/building-azure-skills-toolkit-microsoft-dev224x,Introductory,Microsoft
"This course will help students who have taken an introductory level biology course get ready for more advanced courses, including AP Biology.",,2 weeks,FREE,On Ramp to AP* Biology,Biology & Life Sciences,5-8 hours per week,https://www.edx.org/course/ramp-ap-biology-weston-high-school-bio101x-1,Introductory,Weston High School
The first MOOC to teach Human Anatomy from multiple healthcare professional perspectives through a case-based study of stroke.,None,6 weeks,FREE,Human Anatomy,Biology & Life Sciences,2-4 hours per week (depending on background),https://www.edx.org/course/human-anatomy-hkpolyux-ana101x-1,Introductory,HKPolyUx
